18 Char ID,Region,Membership Status,Gender,Age,YPO/YPO Gold,Profile Completion %,Code of Conduct Accepted?,Forums,Networks,Tenure,Renewal Status
00361000010uJNRAA2,Mid-America US,Member,Male,71,YPO Gold,66.7,1,2,1,23,Closed Won
0034M00001tjhcNQAQ,Australia/New Zealand,Member,Male,47,YPO,33.3,1,1,1,2,Closed Won
00361000010u5K5AAI,Northeastern US,Member,Male,48,YPO,80,1,1,24,12,Closed Won
00361000010uhboAAA,Canada,Member,Male,66,YPO Gold,53.3,1,1,0,21,Closed Won
0036100001XNE9LAAX,Northeastern US,Member,Male,38,YPO,66.7,1,1,5,4,Closed Won
00361000010uharAAA,Europe,Member,Male,63,YPO Gold,60,1,1,0,24,Closed Won
0034M00001tmJYcQAM,Northeastern US,Member,Male,41,YPO,33.3,1,1,1,2,Closed Won
00361000010ugN4AAI,Australia/New Zealand,Member,Male,71,YPO Gold,40,1,1,0,27,Closed Won
00361000010u50BAAQ,Mid-America US,Member,Male,91,YPO Gold,40,1,0,0,55,Closed Won
0034M00001tjp3DQAQ,Latin America,Member,Male,48,YPO,33.3,1,1,9,2,Closed Won
0034M00001rXhi8QAC,Mid-America US,Member,Male,40,YPO,33.3,1,0,1,2,Closed Won
0034M00001spNraQAE,Latin America,Member,Male,45,YPO,46.7,1,1,1,2,Closed Won
0034M000020DvR7QAK,Middle East/North Africa,Member,Male,35,YPO,40,1,1,6,1,Closed Won
003610000174mzsAAA,Latin America,Member,Male,45,YPO,86.7,1,2,6,5,Closed Won
0036100001YEPa7AAH,Mid-America US,Member,Female,48,YPO,53.3,1,0,6,4,Closed Won
0034M00001tkGzpQAE,Latin America,Member,Male,37,YPO,33.3,1,1,1,2,Closed Won
0034M00001tlmG9QAI,Northeastern US,Pending Reinstatement,Male,41,YPO,40,0,1,4,1,Closed Lost
00361000010uhISAAY,Africa,Member,Male,63,YPO Gold,66.7,1,0,2,19,Closed Won
00361000010hSq9AAE,Northeastern US,Member,Male,74,YPO Gold,53.3,1,2,7,20,Closed Won
0036100001DFVuXAAX,Africa,Member,Male,48,YPO,66.7,1,1,0,4,Closed Won
00361000010uB5oAAE,Northeastern US,Pending Reinstatement,Female,64,YPO Gold,53.3,0,0,1,26,In Progress
0034M00001tjUhPQAU,Europe,Member,Male,45,YPO,26.7,1,0,1,2,Closed Won
0034M00001rUrD9QAK,Middle East/North Africa,Member,Male,46,YPO,53.3,1,1,13,2,Closed Won
0034M00001tjhecQAA,Australia/New Zealand,Member,Female,39,YPO,26.7,1,2,2,2,Closed Won
00361000010u5tcAAA,Pacific US,Member,Male,49,YPO,80,1,1,6,5,Closed Won
00361000010ugymAAA,Canada,Member,Male,66,YPO Gold,86.7,1,1,3,23,Closed Won
00361000010uKcUAAU,North Asia,Member,Male,47,YPO,73.3,1,1,1,14,Closed Won
00361000010ugYgAAI,Australia/New Zealand,Member,Male,81,YPO Gold,60,1,0,0,15,Closed Won
00361000010u5tfAAA,Northeastern US,Member,Male,74,YPO Gold,86.7,1,0,14,28,Closed Won
0034M00001tjhcIQAQ,Australia/New Zealand,Member,Male,48,YPO,33.3,1,1,2,2,Closed Won
00361000010u9MSAAY,Mid-America US,Member,Male,56,YPO Gold,73.3,1,1,13,10,Closed Won
00361000010uhUFAAY,Europe,Member,Male,43,YPO,73.3,1,1,2,7,Closed Won
0034M00001rUtK1QAK,Mid-America US,Member,Male,41,YPO,40,1,1,13,2,Closed Won
0034M00001tjhemQAA,Australia/New Zealand,Member,Male,50,YPO,33.3,1,1,3,2,Closed Won
00361000010uK7SAAU,Mid-America US,Member,Male,55,YPO Gold,93.3,1,1,10,15,Closed Won
00361000010ugYcAAI,Europe,Member,Male,73,YPO Gold,80,1,0,1,26,Closed Won
0036100001YFfQxAAL,Latin America,Member,Male,50,YPO,80,1,0,0,4,Closed Won
00361000010ugGFAAY,Europe,Member,Male,35,YPO,73.3,1,1,0,5,Closed Won
0034M00001q8EVMQA2,Northeastern US,Member,Male,42,YPO,26.7,1,1,0,2,Closed Won
00361000010uT0AAAU,Europe,Member,Male,62,YPO Gold,86.7,1,1,7,17,Closed Won
00361000010uAvJAAU,Mid-America US,Member,Male,68,YPO Gold,73.3,1,1,0,27,Closed Won
00361000010uSNJAA2,Canada,Member,Male,57,YPO Gold,60,1,1,3,19,Closed Won
00361000010uK7fAAE,Mid-America US,Member,Male,53,YPO Gold,86.7,1,1,6,15,Closed Won
00361000010uT05AAE,Europe,Member,Male,60,YPO Gold,80,1,3,9,17,Closed Won
00361000010uKpDAAU,Northeastern US,Member,Male,69,YPO Gold,73.3,1,2,0,25,Closed Won
00361000010uSrHAAU,Africa,Member,Male,63,YPO Gold,80,1,2,5,17,Closed Won
00361000010u8zHAAQ,Pacific US,Member,Male,41,YPO,80,1,1,9,4,Closed Won
00361000010uT0FAAU,Europe,Member,Male,60,YPO Gold,80,1,0,3,16,Closed Won
00361000010uAVnAAM,Mid-America US,Member,Male,50,YPO Gold,86.7,1,0,9,16,Closed Won
00361000010ugOqAAI,Europe,Member,Male,50,YPO,53.3,1,1,2,14,Closed Won
0034M00001q89MuQAI,Mid-America US,Member,Male,42,YPO,40,1,1,5,2,Closed Won
00361000010uT0DAAU,Europe,Member,Male,56,YPO Gold,66.7,1,0,5,17,Closed Won
00361000010u50RAAQ,Northeastern US,Member,Male,36,YPO,80,1,1,4,6,Closed Won
00361000010uSfCAAU,Europe,Member,Male,58,YPO Gold,86.7,1,1,13,18,Closed Won
0036100001MXYnhAAH,Northeastern US,Member,Female,50,YPO,80,1,0,13,4,Closed Won
00361000010uSZLAA2,Europe,Member,Male,55,YPO Gold,80,1,1,0,18,Closed Won
00361000010uKF9AAM,Northeastern US,Member,Male,55,YPO Gold,66.7,1,1,13,13,Closed Won
00361000010uhfwAAA,Europe,Member,Male,65,YPO Gold,86.7,1,2,8,24,Closed Won
00361000010hU3sAAE,Pacific US,Member,Male,61,YPO Gold,80,1,1,0,18,Closed Won
00361000010ugwdAAA,Australia/New Zealand,Member,Male,59,YPO Gold,73.3,1,0,9,12,Closed Won
00361000010hU3xAAE,Mid-America US,Member,Male,49,YPO,73.3,1,1,10,7,Closed Won
00361000010uSZRAA2,Canada,Member,Male,56,YPO Gold,46.7,0,0,0,12,Closed Won
0036100001YDCx7AAH,Pacific US,Member,Male,41,YPO,73.3,1,1,2,4,Closed Won
00361000010uhMnAAI,Latin America,Member,Male,61,YPO Gold,80,1,1,8,25,Closed Won
0036100001NlPY3AAN,Mid-America US,Member,Male,36,YPO,60,1,1,5,4,Closed Won
00361000010uhiiAAA,Europe,Member,Male,67,YPO Gold,86.7,1,0,4,22,Closed Won
0034M00001rWPjvQAG,Middle East/North Africa,Member,Male,39,YPO,40,1,1,4,2,Closed Won
00361000010uSZQAA2,Europe,Member,Male,46,YPO,73.3,1,2,3,18,Closed Won
00361000010uAezAAE,Northeastern US,Member,Male,81,YPO Gold,53.3,1,1,3,14,Closed Won
00361000010uSIRAA2,Latin America,Member,Male,58,YPO Gold,93.3,1,0,1,19,Closed Won
0034M00001rYL3WQAW,Mid-America US,Member,Male,42,YPO,26.7,1,0,1,2,Closed Won
00361000010ugwmAAA,Latin America,Member,Male,55,YPO Gold,93.3,1,0,5,11,Closed Won
00361000010uAdrAAE,Northeastern US,Member,Male,48,YPO,60,1,1,4,7,Closed Won
00361000010uSIdAAM,Europe,Member,Male,56,YPO Gold,93.3,1,1,13,19,Closed Won
0036100001aTHnwAAG,Northeastern US,Member,Male,46,YPO,46.7,1,1,9,3,Closed Won
00361000010ugbhAAA,Europe,Member,Male,57,YPO Gold,86.7,1,2,10,29,Closed Won
00361000010uL9fAAE,Mid-America US,Member,Male,72,YPO Gold,60,1,1,0,11,Closed Won
00361000010uh5aAAA,Europe,Member,Male,39,YPO,86.7,1,1,5,9,Closed Won
00361000010uBkGAAU,Middle East/North Africa,Member,Male,46,YPO,80,1,0,5,15,Closed Won
00361000010ugE0AAI,Africa,Member,Male,55,YPO Gold,93.3,1,1,14,10,Closed Won
00361000010uK0JAAU,Pacific US,Member,Male,46,YPO,80,1,1,3,11,Closed Won
00361000010ugXZAAY,Canada,Member,Male,60,YPO Gold,80,1,1,4,25,Closed Won
0036100001NmFutAAF,Latin America,Member,Male,41,YPO,80,1,2,6,4,Closed Won
00361000010ugEAAAY,Canada,Member,Male,42,YPO,60,1,1,2,5,Closed Won
00361000010uL9bAAE,Mid-America US,Member,Male,66,YPO Gold,66.7,1,1,2,26,Closed Won
00361000010uRyjAAE,Europe,Member,Male,59,YPO Gold,73.3,1,3,0,19,Closed Won
00361000010uBkEAAU,Middle East/North Africa,Member,Male,52,YPO Gold,93.3,1,0,6,15,Closed Won
00361000010uSUDAA2,Canada,Member,Male,55,YPO Gold,86.7,1,2,2,18,Closed Won
0034M00001rWKsiQAG,Northeastern US,Member,Male,35,YPO,33.3,1,1,6,2,Closed Won
00361000010ugEEAAY,Latin America,Member,Male,35,YPO,66.7,1,1,6,5,Closed Won
0036100001aUq1PAAS,Pacific US,Pending Reinstatement,Male,48,YPO,53.3,0,1,8,2,Not Started
00361000010uT5vAAE,Latin America,Member,Male,56,YPO Gold,80,1,1,4,17,Closed Won
00361000010uKaFAAU,Mid-America US,Member,Male,56,YPO Gold,86.7,1,0,7,14,Closed Won
00361000010uS9gAAE,Latin America,Member,Male,61,YPO Gold,80,1,2,11,19,Closed Won
00361000010uKaKAAU,Middle East/North Africa,Member,Male,58,YPO Gold,86.7,1,1,9,14,Closed Won
00361000010ugiCAAQ,Europe,Member,Male,51,YPO Gold,80,1,2,3,5,Closed Won
00361000010uBkPAAU,Middle East/North Africa,Member,Male,45,YPO,80,1,0,4,15,Closed Won
00361000010uSWwAAM,Latin America,Member,Male,55,YPO Gold,66.7,1,1,0,17,Closed Won
00361000010hU43AAE,Mid-America US,Member,Male,65,YPO Gold,80,1,1,1,26,Closed Won
00361000010uS3LAAU,Australia/New Zealand,Member,Male,85,YPO Gold,53.3,1,0,0,44,Closed Won
00361000010uJWHAA2,North Asia,Member,Male,43,YPO,60,1,1,9,8,Closed Won
00361000010uT61AAE,Latin America,Member,Male,48,YPO,80,1,1,8,17,Closed Won
00361000010uF2fAAE,Mid-America US,Member,Male,58,YPO Gold,80,1,1,5,25,Closed Won
00361000010uT30AAE,Europe,Member,Male,57,YPO Gold,93.3,1,0,9,17,Closed Won
00361000010uNbFAAU,Middle East/North Africa,Pending Reinstatement,Male,46,YPO,66.7,0,0,2,4,Not Started
00361000010uSNZAA2,Canada,Member,Male,61,YPO Gold,80,1,1,0,19,Closed Won
00361000010uLEOAA2,Northeastern US,Member,Male,42,YPO,53.3,1,1,6,5,Closed Won
00361000010uSruAAE,Africa,Member,Female,55,YPO Gold,80,1,1,1,18,Closed Won
00361000010uKJKAA2,Mid-America US,Member,Male,54,YPO Gold,73.3,0,1,1,15,Closed Won
00361000010uh8UAAQ,Canada,Pending Reinstatement,Male,54,YPO Gold,73.3,0,1,3,8,Closed Lost
00361000010uFtIAAU,North Asia,Member,Male,65,YPO Gold,60,1,0,0,18,Closed Won
00361000010uh5kAAA,Europe,Member,Male,43,YPO,60,1,0,6,10,Closed Won
00361000010uMTqAAM,Pacific US,Member,Male,36,YPO,86.7,1,1,14,6,Closed Won
00361000010uS07AAE,Europe,Member,Male,58,YPO Gold,60,1,1,6,19,Closed Won
00361000010uF2mAAE,Mid-America US,Member,Male,54,YPO Gold,73.3,1,0,4,9,Closed Won
00361000010uRzwAAE,Europe,Member,Male,61,YPO Gold,93.3,1,2,3,19,Closed Won
00361000010uM7CAAU,Middle East/North Africa,Member,Male,44,YPO,73.3,1,1,6,8,Closed Won
00361000010uSNlAAM,Europe,Member,Female,56,YPO Gold,53.3,1,0,0,11,Closed Won
00361000010uJkeAAE,Northeastern US,Member,Male,56,YPO Gold,86.7,1,1,4,16,Closed Won
00361000010ugXoAAI,Europe,Member,Male,76,YPO Gold,40,1,1,0,27,Closed Won
00361000010uNB4AAM,Mid-America US,Member,Male,53,YPO Gold,80,1,2,6,9,Closed Won
00361000010uS3rAAE,Latin America,Member,Male,52,YPO Gold,93.3,1,2,6,19,Closed Won
00361000010uLETAA2,Mid-America US,Member,Female,51,YPO Gold,66.7,1,1,2,6,Closed Won
00361000010uh5nAAA,Africa,Member,Male,55,YPO Gold,80,1,2,5,10,Closed Won
00361000010uJkdAAE,Middle East/North Africa,Pending Reinstatement,Male,44,YPO,66.7,0,1,0,12,Not Started
00361000010uSrRAAU,Australia/New Zealand,Member,Male,50,YPO Gold,93.3,1,1,8,17,Closed Won
00361000010uNbQAAU,Mid-America US,Member,Male,44,YPO,66.7,1,1,3,5,Closed Won
00361000010uSJ2AAM,Canada,Member,Male,57,YPO Gold,93.3,1,1,13,19,Closed Won
00361000010uJkjAAE,Middle East/North Africa,Member,Male,49,YPO,73.3,1,1,0,14,Closed Won
00361000010ugXrAAI,Europe,Member,Female,50,YPO,60,1,1,2,6,Closed Won
00361000010uGHpAAM,Northeastern US,Member,Male,67,YPO Gold,86.7,1,2,14,12,Closed Won
00361000010uhUoAAI,Latin America,Member,Male,68,YPO Gold,86.7,1,1,3,20,Closed Won
00361000010uLAMAA2,Pacific US,Member,Male,71,YPO Gold,60,1,1,0,19,Closed Won
00361000010uSSnAAM,Europe,Member,Male,52,YPO Gold,80,1,1,1,18,Closed Won
00361000010uDbfAAE,Middle East/North Africa,Member,Male,54,YPO Gold,73.3,1,1,7,11,Closed Won
00361000010ugY2AAI,Latin America,Member,Male,38,YPO,60,0,1,6,6,Closed Won
00361000010uJuTAAU,Pacific US,Member,Male,54,YPO Gold,80,1,0,2,14,Closed Won
00361000010ugk6AAA,Latin America,Member,Male,51,YPO Gold,60,1,1,5,7,Closed Won
00361000010uMHXAA2,Mid-America US,Member,Male,61,YPO Gold,86.7,1,1,13,26,Closed Won
00361000010uh0kAAA,Latin America,Member,Male,52,YPO Gold,86.7,1,1,4,6,Closed Won
00361000010uKy2AAE,Pacific US,Member,Female,65,YPO Gold,80,1,1,5,27,Closed Won
00361000010uSHnAAM,Australia/New Zealand,Member,Male,63,YPO Gold,80,1,1,1,19,Closed Won
00361000010uDbjAAE,Pacific US,Member,Male,50,YPO,73.3,1,0,0,11,Closed Won
00361000010ugk1AAA,Europe,Member,Male,46,YPO,53.3,1,2,10,4,Closed Won
00361000010uEbvAAE,Mid-America US,Member,Male,64,YPO Gold,66.7,1,1,1,22,Closed Won
00361000010uSItAAM,Europe,Member,Male,53,YPO Gold,86.7,1,1,1,19,Closed Won
00361000010uJuUAAU,North Asia,Member,Male,57,YPO Gold,86.7,1,1,3,14,Closed Won
00361000010uSb6AAE,Africa,Member,Male,51,YPO,93.3,1,1,15,17,Closed Won
00361000010uKyJAAU,Mid-America US,Member,Male,73,YPO Gold,60,1,1,0,20,Closed Won
00361000010uSImAAM,Latin America,Member,Male,57,YPO Gold,73.3,1,1,3,19,Closed Won
00361000010uMzcAAE,North Asia,Member,Male,45,YPO,66.7,1,1,0,7,Closed Won
00361000010ugmzAAA,Australia/New Zealand,Member,Male,65,YPO Gold,73.3,1,0,7,25,Closed Won
00361000010uFbEAAU,Pacific US,Member,Male,39,YPO,66.7,1,1,19,8,Closed Won
0036100001BJgxWAAT,Latin America,Member,Male,32,YPO,86.7,0,1,3,4,Closed Won
00361000010uNbvAAE,Mid-America US,Member,Male,38,YPO,60,1,1,0,5,Closed Won
00361000010ugnBAAQ,Latin America,Member,Male,56,YPO Gold,73.3,1,1,12,25,Closed Won
00361000010uJudAAE,Middle East/North Africa,Member,Male,52,YPO Gold,73.3,1,0,1,14,Closed Won
00361000010ugn7AAA,Europe,Member,Male,63,YPO Gold,93.3,1,2,5,25,Closed Won
00361000010uFO7AAM,Middle East/North Africa,Member,Male,63,YPO Gold,86.7,1,2,2,22,Closed Won
00361000010uSfZAAU,Latin America,Member,Male,56,YPO Gold,86.7,1,1,2,18,Closed Won
00361000017u1deAAA,North Asia,Member,Male,42,YPO,60,1,1,0,4,Closed Won
0034M00001nFFZsQAO,Europe,Member,Male,48,YPO,46.7,1,1,6,3,Closed Won
00361000010uKk5AAE,Northeastern US,Member,Female,53,YPO Gold,86.7,1,1,5,14,Closed Won
00361000010uRzfAAE,Europe,Member,Male,53,YPO Gold,80,1,0,1,19,Closed Won
00361000010uKy9AAE,Pacific US,Member,Male,60,YPO Gold,46.7,1,2,3,8,Closed Won
0034M00001nFA4MQAW,Canada,Member,Female,44,YPO,33.3,1,1,4,3,Closed Won
00361000010uJeYAAU,Mid-America US,Member,Female,58,YPO Gold,73.3,1,1,2,15,Closed Won
00361000010uSXOAA2,Europe,Member,Male,59,YPO Gold,86.7,1,2,2,18,Closed Won
00361000010uKSBAA2,North Asia,Member,Female,54,YPO Gold,86.7,1,1,3,15,Closed Won
00361000010uh8dAAA,Latin America,Member,Male,65,YPO Gold,93.3,1,1,6,22,Closed Won
00361000010uJFqAAM,Northeastern US,Pending Reinstatement,Male,50,YPO,86.7,0,1,2,5,Not Started
00361000010ugSJAAY,Australia/New Zealand,Member,Female,48,YPO,80,1,1,2,12,Closed Won
00361000010u8vKAAQ,Pacific US,Member,Male,58,YPO Gold,93.3,1,0,0,20,Closed Won
0034M00001nFHr5QAG,Europe,Member,Male,39,YPO,26.7,1,1,16,3,Closed Won
00361000015bRBUAA2,Mid-America US,Member,Male,47,YPO,80,1,1,2,5,Closed Won
00361000010uSU6AAM,Europe,Member,Male,54,YPO Gold,80,1,1,3,17,Closed Won
00361000010uChjAAE,Northeastern US,Member,Male,71,YPO Gold,46.7,1,1,5,18,Closed Won
0034M00001uiRRlQAM,Europe,Member,Male,46,YPO,40,1,1,0,2,Closed Won
00361000010uCf0AAE,Mid-America US,Member,Male,68,YPO Gold,73.3,1,1,3,14,Closed Won
00361000010ugl1AAA,Latin America,Member,Male,76,YPO Gold,93.3,1,1,0,23,Closed Won
00361000010u5d8AAA,Mid-America US,Member,Male,54,YPO Gold,93.3,1,2,8,22,Closed Won
00361000010uSX2AAM,Latin America,Member,Male,53,YPO Gold,86.7,1,2,0,18,Closed Won
00361000010uM06AAE,Middle East/North Africa,Member,Male,52,YPO Gold,60,1,4,1,8,Closed Won
00361000010ugcbAAA,Europe,Member,Male,66,YPO Gold,73.3,1,2,5,30,Closed Won
00361000010uJnRAAU,North Asia,Member,Male,50,YPO,66.7,1,1,0,14,Closed Won
00361000010ugprAAA,Europe,Member,Male,65,YPO Gold,73.3,1,0,0,28,Closed Won
00361000010uB81AAE,Pacific US,Member,Male,46,YPO,80,1,1,11,13,Closed Won
00361000010uSnKAAU,Latin America,Member,Male,54,YPO Gold,73.3,1,2,10,18,Closed Won
00361000010uEW1AAM,Mid-America US,Pending Reinstatement,Male,72,YPO Gold,53.3,0,0,4,26,Closed Lost
00361000010uSl4AAE,Canada,Member,Male,60,YPO Gold,80,1,1,14,17,Closed Won
00361000010uG0cAAE,Northeastern US,Member,Male,62,YPO Gold,80,1,1,1,21,Closed Won
00361000010ugIMAAY,Europe,Member,Male,54,YPO Gold,100,1,0,3,11,Closed Won
00361000010uJnWAAU,North Asia,Member,Male,50,YPO,73.3,1,1,3,14,Closed Won
0036100001iJdlXAAS,Europe,Member,Male,41,YPO,46.7,1,1,9,3,Closed Won
00361000010uLN7AAM,Pacific US,Member,Female,48,YPO,73.3,1,0,6,6,Closed Won
00361000010uSo7AAE,Australia/New Zealand,Member,Male,61,YPO Gold,46.7,1,1,4,13,Closed Won
00361000010uJnTAAU,North Asia,Member,Male,51,YPO Gold,66.7,1,1,8,14,Closed Won
0036100001DGHH7AAP,Latin America,Member,Male,47,YPO,66.7,1,2,4,4,Closed Won
00361000010uL7NAAU,North Asia,Member,Male,53,YPO Gold,66.7,1,1,14,6,Closed Won
00361000010uhK0AAI,Latin America,Member,Male,52,YPO Gold,86.7,1,4,16,7,Closed Won
00361000010uNWxAAM,Northeastern US,Member,Male,37,YPO,66.7,1,2,5,5,Closed Won
0034M00001tjea5QAA,Canada,Pending Reinstatement,Male,45,YPO,33.3,0,1,0,1,Closed Lost
00361000010uLN2AAM,Northeastern US,Member,Male,49,YPO,66.7,1,1,0,5,Closed Won
00361000010uhJzAAI,Latin America,Member,Male,46,YPO,80,1,1,4,8,Closed Won
00361000010uFUqAAM,Northeastern US,Member,Male,55,YPO Gold,73.3,1,1,0,22,Closed Won
00361000010ugQ7AAI,Australia/New Zealand,Member,Male,74,YPO Gold,53.3,1,1,0,16,Closed Won
00361000010uLq2AAE,Mid-America US,Member,Male,52,YPO Gold,66.7,1,1,2,10,Closed Won
00361000010uhVmAAI,Europe,Member,Male,51,YPO Gold,66.7,1,1,3,7,Closed Won
00361000010uFPmAAM,Mid-America US,Member,Male,42,YPO,60,1,1,3,7,Closed Won
00361000010ugQ2AAI,Europe,Member,Male,64,YPO Gold,40,1,1,2,23,Closed Won
00361000010uCyqAAE,Middle East/North Africa,Member,Male,57,YPO Gold,86.7,1,2,1,27,Closed Won
00361000010uhHHAAY,Europe,Member,Male,53,YPO Gold,73.3,1,1,8,23,Closed Won
00361000010uJXfAAM,Middle East/North Africa,Member,Male,59,YPO Gold,80,1,1,3,15,Closed Won
00361000010ugh9AAA,Europe,Member,Male,62,YPO Gold,86.7,1,0,5,25,Closed Won
00361000010uFiGAAU,Mid-America US,Member,Male,67,YPO Gold,66.7,1,0,1,22,Closed Won
00361000010ugQDAAY,Australia/New Zealand,Member,Male,77,YPO Gold,60,1,1,1,21,Closed Won
00361000010uJnYAAU,Northeastern US,Member,Male,56,YPO Gold,80,1,0,10,14,Closed Won
0034M00001nFF8iQAG,Europe,Member,Male,47,YPO,20,1,1,0,3,Closed Won
00361000015bQmaAAE,Northeastern US,Member,Male,50,YPO Gold,60,1,0,3,5,Closed Won
00361000010uSWSAA2,Latin America,Member,Male,59,YPO Gold,80,1,1,3,18,Closed Won
00361000010uJY2AAM,Mid-America US,Member,Male,53,YPO Gold,93.3,1,1,4,15,Closed Won
00361000010uT2fAAE,Africa,Member,Male,45,YPO,93.3,1,1,5,16,Closed Won
00361000010uBhvAAE,Mid-America US,Member,Male,66,YPO Gold,73.3,1,1,3,25,Closed Won
00361000010uSoWAAU,Latin America,Member,Male,60,YPO Gold,80,1,0,7,18,Closed Won
00361000010uJXxAAM,Middle East/North Africa,Member,Male,52,YPO Gold,93.3,1,2,9,15,Closed Won
00361000010uhndAAA,Latin America,Member,Male,45,YPO,73.3,1,1,0,10,Closed Won
00361000015bOkZAAU,Middle East/North Africa,Member,Male,48,YPO,86.7,1,1,0,5,Closed Won
00361000010uhW5AAI,Australia/New Zealand,Member,Male,61,YPO Gold,73.3,1,0,10,23,Closed Won
00361000010uFPvAAM,Northeastern US,Member,Male,51,YPO Gold,66.7,1,2,3,7,Closed Won
0034M000021PU1GQAW,Australia/New Zealand,Member,Male,39,YPO,46.7,1,1,4,1,Closed Won
00361000010uJxlAAE,Pacific US,Member,Male,48,YPO,73.3,1,1,3,15,Closed Won
00361000010uT6aAAE,Australia/New Zealand,Member,Male,52,YPO Gold,53.3,1,1,9,17,Closed Won
00361000010uJM9AAM,Mid-America US,Member,Male,50,YPO,80,1,1,3,16,Closed Won
0034M000021P9cHQAS,Canada,Member,Male,34,YPO,33.3,1,1,3,1,Closed Won
00361000010uFtqAAE,Mid-America US,Member,Male,49,YPO,86.7,1,2,0,6,Closed Won
0034M000021P8alQAC,Europe,Member,Male,42,YPO,20,1,0,1,1,Closed Won
00361000010uF34AAE,Northeastern US,Member,Female,47,YPO,66.7,1,0,8,7,Closed Won
0034M00001npvqXQAQ,Northeastern US,Member,Female,44,YPO,20,1,1,2,2,Closed Won
00361000010uSDCAA2,Africa,Member,Male,59,YPO Gold,80,1,1,1,19,Closed Won
00361000010uJy3AAE,Northeastern US,Member,Male,53,YPO Gold,80,1,1,6,14,Closed Won
00361000010uSD4AAM,Australia/New Zealand,Member,Male,52,YPO Gold,80,1,1,0,19,Closed Won
00361000010uMjJAAU,Northeastern US,Member,Male,70,YPO Gold,93.3,1,0,2,12,Closed Won
0034M000021PU1LQAW,Australia/New Zealand,Member,Male,44,YPO,53.3,1,1,3,1,Closed Won
00361000010uGJMAA2,Mid-America US,Member,Male,51,YPO Gold,86.7,1,1,5,11,Closed Won
00361000010uStqAAE,Canada,Member,Male,93,YPO Gold,33.3,1,0,0,56,Closed Won
00361000010uMwYAAU,Mid-America US,Member,Male,45,YPO,66.7,1,1,3,8,Closed Won
00361000010ugV6AAI,Africa,Member,Male,52,YPO Gold,86.7,1,1,2,6,Closed Won
00361000010uMwWAAU,Mid-America US,Member,Male,53,YPO Gold,60,1,1,4,7,Closed Won
0034M000021OzKIQA0,Australia/New Zealand,Member,Male,46,YPO,46.7,1,1,2,1,Closed Won
00361000010uF39AAE,Mid-America US,Member,Male,49,YPO,73.3,1,1,0,9,Closed Won
00361000010ugKmAAI,Europe,Member,Male,55,YPO Gold,66.7,1,0,2,12,Closed Won
00361000015bIwrAAE,Mid-America US,Member,Male,46,YPO,73.3,0,1,5,5,Closed Won
0034M000021PcXMQA0,Europe,Member,Male,44,YPO,53.3,1,1,21,1,Closed Won
00361000010hRjhAAE,Mid-America US,Member,Male,67,YPO Gold,46.7,1,0,2,25,Closed Won
00361000010uS4MAAU,Europe,Member,Male,54,YPO Gold,66.7,1,0,3,19,Closed Won
00361000010uMwcAAE,North Asia,Member,Male,51,YPO Gold,80,1,1,4,8,Closed Won
00361000010uT5jAAE,Europe,Member,Male,58,YPO Gold,80,1,0,0,17,Closed Won
00361000010uJMPAA2,Northeastern US,Member,Male,60,YPO Gold,80,1,2,9,16,Closed Won
00361000010uhRXAAY,Latin America,Member,Male,47,YPO,66.7,1,1,3,7,Closed Won
00361000010hRjoAAE,Mid-America US,Member,Male,61,YPO Gold,86.7,1,2,2,27,Closed Won
00361000010uhT7AAI,Latin America,Member,Male,46,YPO,86.7,1,1,4,7,Closed Won
00361000010uLyMAAU,North Asia,Member,Male,48,YPO,73.3,1,1,1,8,Closed Won
00361000010uhEaAAI,Latin America,Member,Male,69,YPO Gold,80,1,0,4,21,Closed Won
00361000010uN22AAE,Mid-America US,Member,Male,42,YPO,73.3,1,1,11,6,Closed Won
00361000010ugwWAAQ,Latin America,Member,Male,52,YPO Gold,80,1,0,0,12,Closed Won
00361000010uJhBAAU,Mid-America US,Member,Male,54,YPO Gold,60,1,0,3,13,Closed Won
00361000010uhRaAAI,Latin America,Pending Reinstatement,Male,55,YPO Gold,86.7,0,1,0,5,Closed Lost
00361000010uDc3AAE,Pacific US,Member,Male,46,YPO,80,1,0,20,9,Closed Won
00361000010uhStAAI,Africa,Pending Reinstatement,Male,52,YPO Gold,73.3,0,0,1,6,Closed Lost
00361000010uL06AAE,Mid-America US,Pending Reinstatement,Male,48,YPO,80,0,2,5,7,Not Started
00361000010uSzlAAE,Canada,Pending Reinstatement,Female,63,YPO Gold,66.7,0,1,0,16,Not Started
00361000010uEc9AAE,Northeastern US,Member,Male,61,YPO Gold,46.7,1,0,0,24,Closed Won
00361000010uhSmAAI,Canada,Member,Female,50,YPO,93.3,1,0,2,7,Closed Won
00361000010uJYiAAM,Northeastern US,Member,Male,59,YPO Gold,80,1,2,1,12,Closed Won
00361000010ugw3AAA,Australia/New Zealand,Member,Male,69,YPO Gold,53.3,1,1,0,14,Closed Won
00361000010uEc1AAE,Mid-America US,Member,Male,57,YPO Gold,86.7,1,1,1,24,Closed Won
00361000010uSzqAAE,Australia/New Zealand,Member,Female,36,YPO,73.3,1,1,12,5,Closed Won
00361000010uLyQAAU,Northeastern US,Member,Male,46,YPO,66.7,1,2,17,7,Closed Won
00361000010uS6sAAE,Europe,Member,Male,46,YPO,80,1,1,20,11,Closed Won
